strategy,token,timeframe,sl_mult,tp_mult,pf,win_rate,trades,max_dd,net_profit,sharpe,avg_rr,score,passed,reject_reason
FVG,PENGU,1H,1.25,2.0,1.36,60.6,254,20.2,162.3,0.76,0.77,1.36,True,
FVG,PENGU,1H,1.25,2.5,1.39,60.0,255,20.2,189.4,0.81,0.79,1.39,True,
FVG,PENGU,1H,1.25,3.0,1.42,60.5,253,20.2,203.0,0.84,0.8,1.42,True,
FVG,PENGU,1H,1.25,4.0,1.52,61.1,252,20.2,285.9,0.98,0.83,1.52,True,
FVG,PENGU,1H,1.25,5.0,1.58,61.4,251,20.2,343.9,1.04,0.85,1.58,True,
FVG,PENGU,1H,1.5,2.0,1.44,61.3,253,14.8,165.3,0.87,0.68,1.44,True,
FVG,PENGU,1H,1.5,2.5,1.47,60.6,254,15.2,189.0,0.92,0.7,1.47,True,
FVG,PENGU,1H,1.5,3.0,1.5,61.1,252,14.6,205.1,0.95,0.71,1.5,True,
FVG,PENGU,1H,1.5,4.0,1.61,61.8,251,15.0,274.3,1.09,0.73,1.61,True,
FVG,PENGU,1H,1.5,5.0,1.66,62.0,250,15.0,321.0,1.14,0.75,1.66,True,
FVG,PENGU,1H,2.0,2.5,1.49,60.8,255,14.9,138.3,0.9,0.58,1.49,True,
FVG,PENGU,1H,2.0,3.0,1.52,61.3,253,14.9,147.0,0.93,0.59,1.52,True,
FVG,PENGU,1H,2.0,4.0,1.62,61.8,251,14.9,185.2,1.05,0.6,1.62,True,
FVG,PENGU,1H,2.0,5.0,1.68,62.0,250,14.9,211.7,1.11,0.62,1.68,True,
FVG,PENGU,1H,2.5,3.0,1.55,61.2,255,11.2,116.8,0.93,0.49,1.55,True,
FVG,PENGU,1H,2.5,4.0,1.66,61.7,253,11.2,144.3,1.05,0.5,1.66,True,
FVG,PENGU,1H,2.5,5.0,1.72,61.9,252,11.2,162.4,1.1,0.51,1.72,True,
FVG,FARTCOIN,1H,1.0,1.5,4.14,66.7,21,6.1,51.6,0.39,0.76,2.898,True,
FVG,FARTCOIN,1H,1.0,2.0,4.52,66.7,21,6.1,61.0,0.44,0.91,3.164,True,
FVG,FARTCOIN,1H,1.0,2.5,4.89,66.7,21,6.1,71.1,0.48,1.05,3.423,True,
FVG,FARTCOIN,1H,1.0,3.0,5.16,66.7,21,6.1,78.6,0.5,1.15,3.612,True,
FVG,FARTCOIN,1H,1.0,4.0,5.51,66.7,21,6.1,90.8,0.54,1.31,3.857,True,
FVG,FARTCOIN,1H,1.0,5.0,5.64,66.7,21,6.1,96.1,0.55,1.36,3.948,True,
FVG,FARTCOIN,1H,1.25,1.5,3.84,66.7,21,5.6,39.2,0.38,0.65,2.688,True,
FVG,FARTCOIN,1H,1.25,2.0,4.21,66.7,21,5.6,46.2,0.42,0.76,2.947,True,
FVG,FARTCOIN,1H,1.25,2.5,4.56,66.7,21,5.6,53.5,0.46,0.88,3.192,True,
FVG,FARTCOIN,1H,1.25,3.0,4.81,66.7,21,5.6,58.9,0.49,0.96,3.367,True,
FVG,FARTCOIN,1H,1.25,4.0,5.16,66.7,21,5.6,67.7,0.53,1.08,3.612,True,
FVG,FARTCOIN,1H,1.25,5.0,5.3,66.7,21,5.6,71.5,0.54,1.13,3.71,True,
FVG,FARTCOIN,1H,1.5,2.0,3.92,66.7,21,5.3,36.8,0.41,0.67,2.744,True,
FVG,FARTCOIN,1H,1.5,2.5,4.25,66.7,21,5.3,42.5,0.45,0.76,2.975,True,
FVG,FARTCOIN,1H,1.5,3.0,4.49,66.7,21,5.3,46.8,0.47,0.83,3.143,True,
FVG,FARTCOIN,1H,1.5,4.0,4.83,66.7,21,5.3,53.6,0.51,0.94,3.381,True,
FVG,FARTCOIN,1H,1.5,5.0,4.96,66.7,21,5.3,56.5,0.52,0.97,3.472,True,
FVG,FARTCOIN,1H,2.0,2.5,3.74,66.7,21,4.9,29.7,0.42,0.62,2.618,True,
FVG,FARTCOIN,1H,2.0,3.0,3.95,66.7,21,4.9,32.6,0.45,0.67,2.765,True,
FVG,FARTCOIN,1H,2.0,4.0,4.26,66.7,21,4.9,37.3,0.48,0.75,2.982,True,
FVG,FARTCOIN,1H,2.0,5.0,4.38,66.7,21,4.9,39.2,0.5,0.78,3.066,True,
FVG,FARTCOIN,1H,2.5,3.0,3.52,66.7,21,4.7,24.7,0.42,0.57,2.464,True,
FVG,FARTCOIN,1H,2.5,4.0,3.8,66.7,21,4.7,28.2,0.46,0.64,2.66,True,
FVG,FARTCOIN,1H,2.5,5.0,3.92,66.7,21,4.7,29.7,0.47,0.66,2.744,True,
FVG,POPCAT,1H,1.0,1.5,2.86,66.7,3,0.4,0.8,0.23,0.1,0.286,True,
FVG,POPCAT,1H,1.0,2.0,2.86,66.7,3,0.4,0.8,0.23,0.1,0.286,True,
FVG,POPCAT,1H,1.0,2.5,2.86,66.7,3,0.4,0.8,0.23,0.1,0.286,True,
FVG,POPCAT,1H,1.0,3.0,2.86,66.7,3,0.4,0.8,0.23,0.1,0.286,True,
FVG,POPCAT,1H,1.0,4.0,2.86,66.7,3,0.4,0.8,0.23,0.1,0.286,True,
FVG,POPCAT,1H,1.0,5.0,2.86,66.7,3,0.4,0.8,0.23,0.1,0.286,True,
FVG,POPCAT,1H,1.25,1.5,2.87,66.7,3,0.4,0.7,0.23,0.08,0.287,True,
FVG,POPCAT,1H,1.25,2.0,2.87,66.7,3,0.4,0.7,0.23,0.08,0.287,True,
FVG,POPCAT,1H,1.25,2.5,2.87,66.7,3,0.4,0.7,0.23,0.08,0.287,True,
FVG,POPCAT,1H,1.25,3.0,2.87,66.7,3,0.4,0.7,0.23,0.08,0.287,True,
FVG,POPCAT,1H,1.25,4.0,2.87,66.7,3,0.4,0.7,0.23,0.08,0.287,True,
FVG,POPCAT,1H,1.25,5.0,2.87,66.7,3,0.4,0.7,0.23,0.08,0.287,True,
FVG,POPCAT,1H,1.5,2.0,2.87,66.7,3,0.3,0.6,0.23,0.06,0.287,True,
FVG,POPCAT,1H,1.5,2.5,2.87,66.7,3,0.3,0.6,0.23,0.06,0.287,True,
FVG,POPCAT,1H,1.5,3.0,2.87,66.7,3,0.3,0.6,0.23,0.06,0.287,True,
FVG,POPCAT,1H,1.5,4.0,2.87,66.7,3,0.3,0.6,0.23,0.06,0.287,True,
FVG,POPCAT,1H,1.5,5.0,2.87,66.7,3,0.3,0.6,0.23,0.06,0.287,True,
FVG,POPCAT,1H,2.0,2.5,2.87,66.7,3,0.2,0.4,0.23,0.05,0.287,True,
FVG,POPCAT,1H,2.0,3.0,2.87,66.7,3,0.2,0.4,0.23,0.05,0.287,True,
FVG,POPCAT,1H,2.0,4.0,2.87,66.7,3,0.2,0.4,0.23,0.05,0.287,True,
FVG,POPCAT,1H,2.0,5.0,2.87,66.7,3,0.2,0.4,0.23,0.05,0.287,True,
FVG,POPCAT,1H,2.5,3.0,2.88,66.7,3,0.2,0.3,0.23,0.04,0.288,True,
FVG,POPCAT,1H,2.5,4.0,2.88,66.7,3,0.2,0.3,0.23,0.04,0.288,True,
FVG,POPCAT,1H,2.5,5.0,2.88,66.7,3,0.2,0.3,0.23,0.04,0.288,True,
FVG,MEW,1H,1.0,1.5,0.66,57.1,7,8.2,-3.0,-0.16,0.76,0.0,False,unprofitable
FVG,MEW,1H,1.0,2.0,0.77,57.1,7,7.3,-2.1,-0.11,0.85,0.0,False,unprofitable
FVG,MEW,1H,1.0,2.5,0.88,57.1,7,6.4,-1.1,-0.06,0.93,0.0,False,unprofitable
FVG,MEW,1H,1.0,3.0,0.98,57.1,7,6.4,-0.1,-0.02,1.01,0.0,False,unprofitable
FVG,MEW,1H,1.0,4.0,0.83,57.1,7,6.8,-1.5,-0.08,0.9,0.0,False,unprofitable
FVG,MEW,1H,1.0,5.0,0.83,57.1,7,6.8,-1.5,-0.08,0.9,0.0,False,unprofitable
FVG,MEW,1H,1.25,1.5,0.72,57.1,7,6.6,-2.0,-0.13,0.64,0.0,False,unprofitable
FVG,MEW,1H,1.25,2.0,0.83,57.1,7,5.9,-1.2,-0.09,0.71,0.0,False,unprofitable
FVG,MEW,1H,1.25,2.5,0.94,57.1,7,5.1,-0.5,-0.04,0.78,0.0,False,unprofitable
FVG,MEW,1H,1.25,3.0,1.05,57.1,7,5.1,0.3,-0.0,0.84,0.245,True,
FVG,MEW,1H,1.25,4.0,0.89,57.1,7,5.4,-0.8,-0.06,0.75,0.0,False,unprofitable
FVG,MEW,1H,1.25,5.0,0.89,57.1,7,5.4,-0.8,-0.06,0.75,0.0,False,unprofitable
FVG,MEW,1H,1.5,2.0,0.88,57.1,7,4.9,-0.7,-0.06,0.62,0.0,False,unprofitable
FVG,MEW,1H,1.5,2.5,0.99,57.1,7,4.3,-0.0,-0.02,0.68,0.0,False,unprofitable
FVG,MEW,1H,1.5,3.0,1.1,57.1,7,4.3,0.6,0.02,0.73,0.2567,True,
FVG,MEW,1H,1.5,4.0,0.95,57.1,7,4.5,-0.3,-0.04,0.65,0.0,False,unprofitable
FVG,MEW,1H,1.5,5.0,0.95,57.1,7,4.5,-0.3,-0.04,0.65,0.0,False,unprofitable
FVG,MEW,1H,2.0,2.5,1.11,57.1,7,3.2,0.5,0.02,0.55,0.259,True,
FVG,MEW,1H,2.0,3.0,1.22,57.1,7,3.2,1.0,0.05,0.59,0.2847,True,
FVG,MEW,1H,2.0,4.0,1.06,57.1,7,3.4,0.3,0.0,0.53,0.2473,True,
FVG,MEW,1H,2.0,5.0,1.06,57.1,7,3.4,0.3,0.0,0.53,0.2473,True,
FVG,MEW,1H,2.5,3.0,1.33,57.1,7,2.6,1.2,0.08,0.51,0.3103,True,
FVG,MEW,1H,2.5,4.0,1.18,57.1,7,2.7,0.6,0.04,0.46,0.2753,True,
FVG,MEW,1H,2.5,5.0,1.18,57.1,7,2.7,0.6,0.04,0.46,0.2753,True,
FVG,PNUT,1H,1.0,1.5,5.21,87.5,8,4.4,20.1,0.49,0.86,1.3893,True,
FVG,PNUT,1H,1.0,2.0,5.46,87.5,8,4.4,21.3,0.5,0.93,1.456,True,
FVG,PNUT,1H,1.0,2.5,5.64,87.5,8,4.4,22.1,0.43,0.77,1.504,True,
FVG,PNUT,1H,1.0,3.0,5.64,87.5,8,4.4,22.1,0.43,0.77,1.504,True,
FVG,PNUT,1H,1.0,4.0,5.64,87.5,8,4.4,22.1,0.43,0.77,1.504,True,
FVG,PNUT,1H,1.0,5.0,5.64,87.5,8,4.4,22.1,0.43,0.77,1.504,True,
FVG,PNUT,1H,1.25,1.5,5.58,87.5,8,3.5,17.2,0.5,0.77,1.488,True,
FVG,PNUT,1H,1.25,2.0,5.82,87.5,8,3.5,18.2,0.51,0.82,1.552,True,
FVG,PNUT,1H,1.25,2.5,6.0,87.5,8,3.5,18.8,0.45,0.7,1.6,True,
FVG,PNUT,1H,1.25,3.0,6.0,87.5,8,3.5,18.8,0.45,0.7,1.6,True,
FVG,PNUT,1H,1.25,4.0,6.0,87.5,8,3.5,18.8,0.45,0.7,1.6,True,
FVG,PNUT,1H,1.25,5.0,6.0,87.5,8,3.5,18.8,0.45,0.7,1.6,True,
FVG,PNUT,1H,1.5,2.0,4.52,87.5,8,2.9,11.0,0.47,0.78,1.2053,True,
FVG,PNUT,1H,1.5,2.5,4.45,87.5,8,2.9,10.7,0.36,0.75,1.1867,True,
FVG,PNUT,1H,1.5,3.0,4.52,87.5,8,2.9,10.9,0.37,0.8,1.2053,True,
FVG,PNUT,1H,1.5,4.0,4.99,87.5,8,2.9,12.4,0.42,0.9,1.3307,True,
FVG,PNUT,1H,1.5,5.0,5.47,87.5,8,2.9,13.9,0.45,0.99,1.4587,True,
FVG,PNUT,1H,2.0,2.5,4.92,87.5,8,2.2,9.1,0.38,0.64,1.312,True,
FVG,PNUT,1H,2.0,3.0,4.99,87.5,8,2.2,9.2,0.39,0.67,1.3307,True,
FVG,PNUT,1H,2.0,4.0,5.46,87.5,8,2.2,10.3,0.44,0.74,1.456,True,
FVG,PNUT,1H,2.0,5.0,5.93,87.5,8,2.2,11.4,0.46,0.81,1.5813,True,
FVG,PNUT,1H,2.5,3.0,5.45,87.5,8,1.8,8.2,0.4,0.59,1.4533,True,
FVG,PNUT,1H,2.5,4.0,5.92,87.5,8,1.8,9.0,0.44,0.65,1.5787,True,
FVG,PNUT,1H,2.5,5.0,6.4,87.5,8,1.8,9.9,0.47,0.71,1.7067,True,
FVG,MOODENG,1H,1.0,1.5,1.62,60.0,10,2.5,4.5,0.19,0.67,0.54,True,
FVG,MOODENG,1H,1.0,2.0,1.89,60.0,10,2.5,6.5,0.23,0.72,0.63,True,
FVG,MOODENG,1H,1.0,2.5,2.19,60.0,10,2.5,8.7,0.26,0.77,0.73,True,
FVG,MOODENG,1H,1.0,3.0,2.51,60.0,10,2.5,11.3,0.27,0.82,0.8367,True,
FVG,MOODENG,1H,1.0,4.0,3.23,60.0,10,2.5,17.3,0.28,0.92,1.0767,True,
FVG,MOODENG,1H,1.0,5.0,4.02,60.0,10,2.5,24.4,0.29,1.02,1.34,True,
FVG,MOODENG,1H,1.25,1.5,1.56,60.0,10,2.4,3.6,0.18,0.62,0.52,True,
FVG,MOODENG,1H,1.25,2.0,1.8,60.0,10,2.4,5.2,0.22,0.66,0.6,True,
FVG,MOODENG,1H,1.25,2.5,2.07,60.0,10,2.4,7.0,0.24,0.7,0.69,True,
FVG,MOODENG,1H,1.25,3.0,2.36,60.0,10,2.4,9.1,0.26,0.74,0.7867,True,
FVG,MOODENG,1H,1.25,4.0,3.02,60.0,10,2.4,13.9,0.28,0.82,1.0067,True,
FVG,MOODENG,1H,1.25,5.0,3.75,60.0,10,2.4,19.5,0.29,0.9,1.25,True,
FVG,MOODENG,1H,1.5,2.0,1.73,60.0,10,2.3,4.4,0.2,0.61,0.5767,True,
FVG,MOODENG,1H,1.5,2.5,1.97,60.0,10,2.3,5.9,0.23,0.65,0.6567,True,
FVG,MOODENG,1H,1.5,3.0,2.23,60.0,10,2.3,7.6,0.25,0.68,0.7433,True,
FVG,MOODENG,1H,1.5,4.0,2.84,60.0,10,2.3,11.6,0.27,0.75,0.9467,True,
FVG,MOODENG,1H,1.5,5.0,3.52,60.0,10,2.3,16.3,0.28,0.81,1.1733,True,
FVG,MOODENG,1H,2.0,2.5,1.82,60.0,10,2.2,4.5,0.21,0.58,0.6067,True,
FVG,MOODENG,1H,2.0,3.0,2.05,60.0,10,2.2,5.8,0.24,0.61,0.6833,True,
FVG,MOODENG,1H,2.0,4.0,2.57,60.0,10,2.2,8.8,0.27,0.66,0.8567,True,
FVG,MOODENG,1H,2.0,5.0,3.16,60.0,10,2.2,12.3,0.28,0.71,1.0533,True,
FVG,MOODENG,1H,2.5,3.0,1.92,60.0,10,2.1,4.7,0.22,0.57,0.64,True,
FVG,MOODENG,1H,2.5,4.0,2.37,60.0,10,2.1,7.1,0.26,0.61,0.79,True,
FVG,MOODENG,1H,2.5,5.0,2.89,60.0,10,2.1,9.9,0.27,0.65,0.9633,True,
FVG,PYTH,1H,1.0,1.5,0.87,52.9,17,8.9,-2.5,-0.08,0.74,0.0,False,unprofitable
FVG,PYTH,1H,1.0,2.0,0.92,52.9,17,8.9,-1.4,-0.04,0.77,0.0,False,unprofitable
FVG,PYTH,1H,1.0,2.5,0.98,52.9,17,8.9,-0.4,0.0,0.8,0.0,False,unprofitable
FVG,PYTH,1H,1.0,3.0,1.35,56.2,16,7.7,5.3,0.19,0.76,0.72,True,
FVG,PYTH,1H,1.0,4.0,1.49,56.2,16,7.7,7.5,0.24,0.82,0.7947,True,
FVG,PYTH,1H,1.0,5.0,1.64,56.2,16,7.7,9.8,0.27,0.88,0.8747,True,
FVG,PYTH,1H,1.25,1.5,0.96,52.9,17,6.9,-0.5,-0.01,0.61,0.0,False,unprofitable
FVG,PYTH,1H,1.25,2.0,1.02,52.9,17,6.9,0.3,0.03,0.63,0.578,True,
FVG,PYTH,1H,1.25,2.5,1.08,52.9,17,6.9,1.2,0.06,0.66,0.612,True,
FVG,PYTH,1H,1.25,3.0,1.25,52.9,17,6.9,3.4,0.15,0.64,0.7083,True,
FVG,PYTH,1H,1.25,4.0,1.38,52.9,17,6.9,5.2,0.19,0.69,0.782,True,
FVG,PYTH,1H,1.25,5.0,1.5,52.9,17,6.9,7.0,0.23,0.73,0.85,True,
FVG,PYTH,1H,1.5,2.0,1.02,52.9,17,6.4,0.3,0.03,0.59,0.578,True,
FVG,PYTH,1H,1.5,2.5,1.08,52.9,17,6.4,1.0,0.06,0.6,0.612,True,
FVG,PYTH,1H,1.5,3.0,1.23,52.9,17,6.4,2.9,0.14,0.59,0.697,True,
FVG,PYTH,1H,1.5,4.0,1.35,52.9,17,6.4,4.4,0.18,0.63,0.765,True,
FVG,PYTH,1H,1.5,5.0,1.47,52.9,17,6.4,5.9,0.22,0.67,0.833,True,
FVG,PYTH,1H,2.0,2.5,1.08,55.6,18,5.3,0.9,0.06,0.47,0.648,True,
FVG,PYTH,1H,2.0,3.0,1.22,55.6,18,5.3,2.3,0.13,0.46,0.732,True,
FVG,PYTH,1H,2.0,4.0,1.33,55.6,18,5.3,3.4,0.18,0.49,0.798,True,
FVG,PYTH,1H,2.0,5.0,1.44,55.6,18,5.3,4.5,0.21,0.52,0.864,True,
FVG,PYTH,1H,2.5,3.0,1.17,55.6,18,4.6,1.5,0.1,0.4,0.702,True,
FVG,PYTH,1H,2.5,4.0,1.27,55.6,18,4.6,2.4,0.15,0.43,0.762,True,
FVG,PYTH,1H,2.5,5.0,1.37,55.6,18,4.6,3.3,0.18,0.45,0.822,True,
FVG,RAY,1H,1.0,1.5,1.38,64.7,34,7.9,9.8,0.32,0.72,1.38,True,
FVG,RAY,1H,1.0,2.0,1.54,66.7,33,7.9,13.7,0.4,0.76,1.54,True,
FVG,RAY,1H,1.0,2.5,1.44,64.5,31,7.9,11.0,0.33,0.77,1.44,True,
FVG,RAY,1H,1.0,3.0,1.53,64.5,31,7.9,13.3,0.36,0.8,1.53,True,
FVG,RAY,1H,1.0,4.0,1.6,64.5,31,7.9,14.4,0.39,0.78,1.6,True,
FVG,RAY,1H,1.0,5.0,1.69,64.5,31,6.6,15.0,0.43,0.73,1.69,True,
FVG,RAY,1H,1.25,1.5,1.21,61.1,36,7.3,5.0,0.19,0.6,1.21,True,
FVG,RAY,1H,1.25,2.0,1.34,62.9,35,7.3,7.9,0.28,0.63,1.34,True,
FVG,RAY,1H,1.25,2.5,1.25,60.6,33,7.3,5.8,0.21,0.64,1.25,True,
FVG,RAY,1H,1.25,3.0,1.33,60.6,33,7.3,7.6,0.25,0.66,1.33,True,
FVG,RAY,1H,1.25,4.0,1.4,60.6,33,7.3,8.9,0.29,0.64,1.4,True,
FVG,RAY,1H,1.25,5.0,1.48,62.5,32,6.0,9.6,0.33,0.63,1.48,True,
FVG,RAY,1H,1.5,2.0,1.34,63.9,36,5.8,7.0,0.27,0.55,1.34,True,
FVG,RAY,1H,1.5,2.5,1.26,61.8,34,5.8,5.3,0.21,0.56,1.26,True,
FVG,RAY,1H,1.5,3.0,1.33,61.8,34,5.8,6.7,0.25,0.58,1.33,True,
FVG,RAY,1H,1.5,4.0,1.43,61.8,34,5.8,8.1,0.3,0.56,1.43,True,
FVG,RAY,1H,1.5,5.0,1.5,63.6,33,4.7,8.7,0.34,0.55,1.5,True,
FVG,RAY,1H,2.0,2.5,1.21,60.0,35,4.8,3.4,0.17,0.44,1.21,True,
FVG,RAY,1H,2.0,3.0,1.27,60.0,35,4.8,4.5,0.21,0.46,1.27,True,
FVG,RAY,1H,2.0,4.0,1.42,61.8,34,4.8,6.3,0.29,0.45,1.42,True,
FVG,RAY,1H,2.0,5.0,1.49,63.6,33,4.0,6.7,0.32,0.44,1.49,True,
FVG,RAY,1H,2.5,3.0,1.28,58.3,36,4.0,3.8,0.21,0.37,1.28,True,
FVG,RAY,1H,2.5,4.0,1.42,60.0,35,4.0,5.2,0.28,0.36,1.42,True,
FVG,RAY,1H,2.5,5.0,1.48,61.8,34,3.6,5.6,0.31,0.36,1.48,True,
FVG,W,1H,1.0,1.5,99.0,100.0,1,0.0,0.1,0.34,0.37,3.3,True,
FVG,W,1H,1.0,2.0,99.0,100.0,1,0.0,0.1,0.34,0.37,3.3,True,
FVG,W,1H,1.0,2.5,99.0,100.0,1,0.0,0.1,0.34,0.37,3.3,True,
FVG,W,1H,1.0,3.0,99.0,100.0,1,0.0,0.1,0.34,0.37,3.3,True,
FVG,W,1H,1.0,4.0,99.0,100.0,1,0.0,0.1,0.34,0.37,3.3,True,
FVG,W,1H,1.0,5.0,99.0,100.0,1,0.0,0.1,0.34,0.37,3.3,True,
FVG,W,1H,1.25,1.5,99.0,100.0,1,0.0,0.0,0.34,0.3,0.0,False,unprofitable
FVG,W,1H,1.25,2.0,99.0,100.0,1,0.0,0.0,0.34,0.3,0.0,False,unprofitable
FVG,W,1H,1.25,2.5,99.0,100.0,1,0.0,0.0,0.34,0.3,0.0,False,unprofitable
FVG,W,1H,1.25,3.0,99.0,100.0,1,0.0,0.0,0.34,0.3,0.0,False,unprofitable
FVG,W,1H,1.25,4.0,99.0,100.0,1,0.0,0.0,0.34,0.3,0.0,False,unprofitable
FVG,W,1H,1.25,5.0,99.0,100.0,1,0.0,0.0,0.34,0.3,0.0,False,unprofitable
FVG,W,1H,1.5,2.0,99.0,100.0,1,0.0,0.0,0.34,0.25,0.0,False,unprofitable
FVG,W,1H,1.5,2.5,99.0,100.0,1,0.0,0.0,0.34,0.25,0.0,False,unprofitable
FVG,W,1H,1.5,3.0,99.0,100.0,1,0.0,0.0,0.34,0.25,0.0,False,unprofitable
FVG,W,1H,1.5,4.0,99.0,100.0,1,0.0,0.0,0.34,0.25,0.0,False,unprofitable
FVG,W,1H,1.5,5.0,99.0,100.0,1,0.0,0.0,0.34,0.25,0.0,False,unprofitable
FVG,W,1H,2.0,2.5,99.0,100.0,1,0.0,0.0,0.34,0.19,0.0,False,unprofitable
FVG,W,1H,2.0,3.0,99.0,100.0,1,0.0,0.0,0.34,0.19,0.0,False,unprofitable
FVG,W,1H,2.0,4.0,99.0,100.0,1,0.0,0.0,0.34,0.19,0.0,False,unprofitable
FVG,W,1H,2.0,5.0,99.0,100.0,1,0.0,0.0,0.34,0.19,0.0,False,unprofitable
FVG,W,1H,2.5,3.0,99.0,100.0,1,0.0,0.0,0.34,0.15,0.0,False,unprofitable
FVG,W,1H,2.5,4.0,99.0,100.0,1,0.0,0.0,0.34,0.15,0.0,False,unprofitable
FVG,W,1H,2.5,5.0,99.0,100.0,1,0.0,0.0,0.34,0.15,0.0,False,unprofitable
FVG,HNT,1H,1.0,1.5,0.96,55.2,29,7.9,-1.1,-0.02,0.71,0.0,False,unprofitable
FVG,HNT,1H,1.0,2.0,1.11,53.6,28,7.3,2.5,0.1,0.71,1.036,True,
FVG,HNT,1H,1.0,2.5,1.09,53.6,28,7.3,2.0,0.08,0.7,1.0173,True,
FVG,HNT,1H,1.0,3.0,1.17,53.6,28,7.3,4.0,0.13,0.74,1.092,True,
FVG,HNT,1H,1.0,4.0,1.14,53.6,28,7.3,3.5,0.12,0.73,1.064,True,
FVG,HNT,1H,1.0,5.0,1.14,53.6,28,7.3,3.5,0.12,0.73,1.064,True,
FVG,HNT,1H,1.25,1.5,0.92,55.2,29,7.9,-1.9,-0.06,0.61,0.0,False,unprofitable
FVG,HNT,1H,1.25,2.0,1.03,53.6,28,7.3,0.5,0.04,0.62,0.9613,True,
FVG,HNT,1H,1.25,2.5,1.01,53.6,28,7.3,0.1,0.02,0.62,0.9427,True,
FVG,HNT,1H,1.25,3.0,1.08,53.6,28,7.3,1.7,0.07,0.65,1.008,True,
FVG,HNT,1H,1.25,4.0,1.06,53.6,28,7.3,1.3,0.06,0.64,0.9893,True,
FVG,HNT,1H,1.25,5.0,1.06,53.6,28,7.3,1.3,0.06,0.64,0.9893,True,
FVG,HNT,1H,1.5,2.0,0.76,50.0,30,11.1,-5.3,-0.21,0.53,0.0,False,unprofitable
FVG,HNT,1H,1.5,2.5,0.74,50.0,30,10.9,-5.6,-0.22,0.52,0.0,False,unprofitable
FVG,HNT,1H,1.5,3.0,0.8,50.0,30,10.9,-4.4,-0.15,0.55,0.0,False,unprofitable
FVG,HNT,1H,1.5,4.0,0.79,50.0,30,10.9,-4.7,-0.17,0.54,0.0,False,unprofitable
FVG,HNT,1H,1.5,5.0,0.79,50.0,30,10.9,-4.7,-0.17,0.54,0.0,False,unprofitable
FVG,HNT,1H,2.0,2.5,0.78,51.7,29,9.4,-3.5,-0.18,0.4,0.0,False,unprofitable
FVG,HNT,1H,2.0,3.0,0.84,51.7,29,9.4,-2.6,-0.12,0.42,0.0,False,unprofitable
FVG,HNT,1H,2.0,4.0,0.82,51.7,29,9.4,-2.8,-0.13,0.42,0.0,False,unprofitable
FVG,HNT,1H,2.0,5.0,0.82,51.7,29,9.4,-2.8,-0.13,0.42,0.0,False,unprofitable
FVG,HNT,1H,2.5,3.0,0.81,51.7,29,7.9,-2.4,-0.14,0.35,0.0,False,unprofitable
FVG,HNT,1H,2.5,4.0,0.8,51.7,29,7.9,-2.7,-0.15,0.35,0.0,False,unprofitable
FVG,HNT,1H,2.5,5.0,0.8,51.7,29,7.9,-2.7,-0.15,0.35,0.0,False,unprofitable
FVG,SOL,4H,1.0,1.5,1.31,60.6,142,11.2,37.5,0.46,0.66,1.31,True,
FVG,SOL,4H,1.0,2.0,1.29,59.2,142,10.3,35.5,0.43,0.66,1.29,True,
FVG,SOL,4H,1.0,2.5,1.38,59.2,142,11.4,47.4,0.51,0.68,1.38,True,
FVG,SOL,4H,1.0,3.0,1.34,58.9,141,11.4,41.2,0.46,0.67,1.34,True,
FVG,SOL,4H,1.0,4.0,1.31,58.6,140,11.4,36.7,0.41,0.66,1.31,True,
FVG,SOL,4H,1.0,5.0,1.29,59.0,139,11.4,33.8,0.39,0.66,1.29,True,
FVG,SOL,4H,1.25,1.5,1.41,61.1,144,9.7,36.8,0.55,0.53,1.41,True,
FVG,SOL,4H,1.25,2.0,1.41,59.7,144,8.9,38.1,0.54,0.54,1.41,True,
FVG,SOL,4H,1.25,2.5,1.48,59.0,144,9.9,45.4,0.59,0.55,1.48,True,
FVG,SOL,4H,1.25,3.0,1.4,58.7,143,9.9,36.8,0.51,0.53,1.4,True,
FVG,SOL,4H,1.25,4.0,1.37,58.5,142,9.9,33.3,0.46,0.52,1.37,True,
FVG,SOL,4H,1.25,5.0,1.35,58.9,141,9.9,31.0,0.44,0.52,1.35,True,
FVG,SOL,4H,1.5,2.0,1.41,60.0,145,6.6,30.2,0.53,0.44,1.41,True,
FVG,SOL,4H,1.5,2.5,1.48,59.3,145,7.4,35.0,0.57,0.45,1.48,True,
FVG,SOL,4H,1.5,3.0,1.39,59.0,144,7.4,28.3,0.48,0.43,1.39,True,
FVG,SOL,4H,1.5,4.0,1.36,58.7,143,7.4,25.6,0.44,0.43,1.36,True,
FVG,SOL,4H,1.5,5.0,1.34,59.2,142,7.4,23.8,0.42,0.43,1.34,True,
FVG,SOL,4H,2.0,2.5,1.48,59.2,147,6.6,26.1,0.57,0.34,1.48,True,
FVG,SOL,4H,2.0,3.0,1.39,58.9,146,6.6,21.4,0.48,0.33,1.39,True,
FVG,SOL,4H,2.0,4.0,1.36,58.6,145,6.6,19.5,0.44,0.33,1.36,True,
FVG,SOL,4H,2.0,5.0,1.34,59.0,144,6.6,18.2,0.42,0.32,1.34,True,
FVG,SOL,4H,2.5,3.0,1.42,59.2,147,5.3,17.6,0.5,0.26,1.42,True,
FVG,SOL,4H,2.5,4.0,1.39,58.9,146,5.3,16.1,0.46,0.26,1.39,True,
FVG,SOL,4H,2.5,5.0,1.37,59.3,145,5.3,15.1,0.44,0.26,1.37,True,
