strategy,token,timeframe,sl_mult,tp_mult,pf,win_rate,trades,max_dd,net_profit,sharpe,avg_rr,score,passed,reject_reason
Mean Rev,MOODENG,4H,1.0,2.5,6.02,68.2,44,8.4,236.5,0.92,1.51,6.02,True,
Mean Rev,MOODENG,4H,1.0,3.0,7.58,68.2,44,8.4,333.0,0.84,1.62,7.58,True,
Mean Rev,MOODENG,4H,1.0,4.0,11.16,68.2,44,8.4,660.6,0.75,1.9,11.16,True,
Mean Rev,MOODENG,4H,1.0,5.0,14.84,68.2,44,8.4,1181.8,0.68,2.11,14.84,True,
Mean Rev,MOODENG,4H,1.25,1.5,2.97,70.5,44,7.9,66.2,0.94,1.01,2.97,True,
Mean Rev,MOODENG,4H,1.25,2.0,4.07,68.2,44,7.9,112.8,0.96,1.18,4.07,True,
Mean Rev,MOODENG,4H,1.25,2.5,5.27,68.2,44,7.9,170.6,0.91,1.32,5.27,True,
Mean Rev,MOODENG,4H,1.25,3.0,6.59,68.2,44,7.9,236.8,0.84,1.42,6.59,True,
Mean Rev,MOODENG,4H,1.25,4.0,9.67,68.2,44,7.9,451.3,0.76,1.66,9.67,True,
Mean Rev,MOODENG,4H,1.25,5.0,12.97,68.2,44,7.9,778.6,0.69,1.85,12.97,True,
Mean Rev,MOODENG,4H,1.5,2.0,3.66,68.2,44,7.5,87.8,0.94,1.05,3.66,True,
Mean Rev,MOODENG,4H,1.5,2.5,4.69,68.2,44,7.5,130.4,0.9,1.17,4.69,True,
Mean Rev,MOODENG,4H,1.5,3.0,5.81,68.2,44,7.5,178.2,0.84,1.25,5.81,True,
Mean Rev,MOODENG,4H,1.5,4.0,8.48,68.2,44,7.5,326.7,0.75,1.45,8.48,True,
Mean Rev,MOODENG,4H,1.5,5.0,11.42,68.2,44,7.5,543.9,0.69,1.61,11.42,True,
Mean Rev,MOODENG,4H,2.0,2.5,4.18,69.0,42,7.1,85.3,0.87,0.96,4.18,True,
Mean Rev,MOODENG,4H,2.0,3.0,5.15,69.0,42,7.1,115.9,0.82,1.03,5.15,True,
Mean Rev,MOODENG,4H,2.0,4.0,7.47,69.0,42,7.1,202.6,0.74,1.19,7.47,True,
Mean Rev,MOODENG,4H,2.0,5.0,10.09,69.0,42,7.1,323.0,0.68,1.31,10.09,True,
Mean Rev,MOODENG,4H,2.5,3.0,4.99,69.0,42,6.8,89.3,0.83,0.87,4.99,True,
Mean Rev,MOODENG,4H,2.5,4.0,7.13,69.0,42,6.8,150.6,0.75,0.99,7.13,True,
Mean Rev,MOODENG,4H,2.5,5.0,9.55,69.0,42,6.8,232.8,0.69,1.09,9.55,True,
RSI Div,SOL,1H,1.0,1.5,0.95,54.8,31,16.6,-2.8,-0.02,1.08,0.0,False,unprofitable
RSI Div,SOL,1H,1.0,2.0,0.92,51.6,31,17.0,-4.0,-0.04,1.02,0.0,False,unprofitable
RSI Div,SOL,1H,1.0,2.5,0.93,51.6,31,17.0,-3.6,-0.03,1.03,0.0,False,unprofitable
RSI Div,SOL,1H,1.0,3.0,0.93,51.6,31,17.0,-3.6,-0.03,1.03,0.0,False,unprofitable
RSI Div,SOL,1H,1.0,4.0,0.93,51.6,31,17.0,-3.6,-0.03,1.03,0.0,False,unprofitable
RSI Div,SOL,1H,1.0,5.0,0.93,51.6,31,17.0,-3.6,-0.03,1.03,0.0,False,unprofitable
RSI Div,SOL,1H,1.25,1.5,0.81,53.6,28,15.8,-7.6,-0.14,1.03,0.0,False,unprofitable
RSI Div,SOL,1H,1.25,2.0,0.82,50.0,28,15.6,-7.6,-0.13,1.0,0.0,False,unprofitable
RSI Div,SOL,1H,1.25,2.5,0.83,50.0,28,15.6,-7.2,-0.12,1.01,0.0,False,unprofitable
RSI Div,SOL,1H,1.25,3.0,0.84,50.0,28,15.6,-6.4,-0.1,1.02,0.0,False,unprofitable
RSI Div,SOL,1H,1.25,4.0,0.85,50.0,28,15.6,-6.3,-0.1,1.02,0.0,False,unprofitable
RSI Div,SOL,1H,1.25,5.0,0.85,50.0,28,15.6,-6.3,-0.1,1.02,0.0,False,unprofitable
RSI Div,SOL,1H,1.5,2.0,0.89,53.6,28,12.4,-4.1,-0.07,0.98,0.0,False,unprofitable
RSI Div,SOL,1H,1.5,2.5,0.9,53.6,28,12.4,-3.7,-0.06,0.99,0.0,False,unprofitable
RSI Div,SOL,1H,1.5,3.0,0.91,53.6,28,12.4,-3.2,-0.05,1.0,0.0,False,unprofitable
RSI Div,SOL,1H,1.5,4.0,0.92,53.6,28,12.4,-3.1,-0.04,1.0,0.0,False,unprofitable
RSI Div,SOL,1H,1.5,5.0,0.92,53.6,28,12.4,-3.1,-0.04,1.0,0.0,False,unprofitable
RSI Div,SOL,1H,2.0,2.5,1.11,54.2,24,6.7,2.7,0.09,0.88,0.888,True,
RSI Div,SOL,1H,2.0,3.0,1.12,54.2,24,6.3,3.0,0.09,0.89,0.896,True,
RSI Div,SOL,1H,2.0,4.0,1.13,54.2,24,6.2,3.1,0.1,0.89,0.904,True,
RSI Div,SOL,1H,2.0,5.0,1.13,54.2,24,6.2,3.1,0.1,0.89,0.904,True,
RSI Div,SOL,1H,2.5,3.0,1.5,58.3,24,5.7,8.7,0.27,0.8,1.2,True,
RSI Div,SOL,1H,2.5,4.0,1.54,58.3,24,5.7,9.5,0.28,0.81,1.232,True,
RSI Div,SOL,1H,2.5,5.0,1.54,58.3,24,5.7,9.5,0.28,0.81,1.232,True,
RSI Div,ETH,1H,1.0,1.5,1.19,58.1,31,11.0,8.2,0.16,1.13,1.19,True,
RSI Div,ETH,1H,1.0,2.0,1.22,54.8,31,10.5,9.8,0.18,1.15,1.22,True,
RSI Div,ETH,1H,1.0,2.5,1.28,54.8,31,10.5,12.7,0.21,1.2,1.28,True,
RSI Div,ETH,1H,1.0,3.0,1.35,54.8,31,10.5,16.3,0.25,1.25,1.35,True,
RSI Div,ETH,1H,1.0,4.0,1.44,54.8,31,10.5,21.5,0.3,1.32,1.44,True,
RSI Div,ETH,1H,1.0,5.0,1.46,54.8,31,10.5,22.3,0.31,1.33,1.46,True,
RSI Div,ETH,1H,1.25,1.5,1.37,63.3,30,9.9,12.7,0.25,1.06,1.37,True,
RSI Div,ETH,1H,1.25,2.0,1.48,60.0,30,9.9,17.6,0.32,1.13,1.48,True,
RSI Div,ETH,1H,1.25,2.5,1.59,60.0,30,9.9,22.1,0.37,1.19,1.59,True,
RSI Div,ETH,1H,1.25,3.0,1.71,60.0,30,9.9,27.2,0.42,1.26,1.71,True,
RSI Div,ETH,1H,1.25,4.0,1.84,60.0,30,9.9,33.1,0.47,1.33,1.84,True,
RSI Div,ETH,1H,1.25,5.0,1.9,60.0,30,9.9,35.9,0.48,1.37,1.9,True,
RSI Div,ETH,1H,1.5,2.0,1.38,60.0,30,9.5,12.5,0.26,1.07,1.38,True,
RSI Div,ETH,1H,1.5,2.5,1.49,60.0,30,9.5,16.8,0.32,1.13,1.49,True,
RSI Div,ETH,1H,1.5,3.0,1.62,60.0,30,9.5,21.8,0.38,1.2,1.62,True,
RSI Div,ETH,1H,1.5,4.0,1.72,60.0,30,9.5,25.9,0.42,1.26,1.72,True,
RSI Div,ETH,1H,1.5,5.0,1.78,60.0,30,9.5,28.2,0.44,1.29,1.78,True,
RSI Div,ETH,1H,2.0,2.5,1.69,69.0,29,5.5,16.2,0.44,0.96,1.6337,True,
RSI Div,ETH,1H,2.0,3.0,1.85,69.0,29,5.5,20.5,0.51,1.02,1.7883,True,
RSI Div,ETH,1H,2.0,4.0,1.89,69.0,29,5.5,21.5,0.51,1.04,1.827,True,
RSI Div,ETH,1H,2.0,5.0,1.95,69.0,29,5.5,23.2,0.52,1.06,1.885,True,
RSI Div,ETH,1H,2.5,3.0,1.87,72.4,29,5.2,16.2,0.48,0.88,1.8077,True,
RSI Div,ETH,1H,2.5,4.0,1.85,72.4,29,5.2,15.7,0.46,0.87,1.7883,True,
RSI Div,ETH,1H,2.5,5.0,1.91,72.4,29,5.2,17.0,0.48,0.89,1.8463,True,
RSI Div,JTO,1H,1.0,1.5,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,False,no_trades
RSI Div,JTO,1H,1.0,2.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,False,no_trades
RSI Div,JTO,1H,1.0,2.5,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,False,no_trades
RSI Div,JTO,1H,1.0,3.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,False,no_trades
RSI Div,JTO,1H,1.0,4.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,False,no_trades
RSI Div,JTO,1H,1.0,5.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,False,no_trades
RSI Div,JTO,1H,1.25,1.5,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,False,no_trades
RSI Div,JTO,1H,1.25,2.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,False,no_trades
RSI Div,JTO,1H,1.25,2.5,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,False,no_trades
RSI Div,JTO,1H,1.25,3.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,False,no_trades
RSI Div,JTO,1H,1.25,4.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,False,no_trades
RSI Div,JTO,1H,1.25,5.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,False,no_trades
RSI Div,JTO,1H,1.5,2.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,False,no_trades
RSI Div,JTO,1H,1.5,2.5,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,False,no_trades
RSI Div,JTO,1H,1.5,3.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,False,no_trades
RSI Div,JTO,1H,1.5,4.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,False,no_trades
RSI Div,JTO,1H,1.5,5.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,False,no_trades
RSI Div,JTO,1H,2.0,2.5,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,False,no_trades
RSI Div,JTO,1H,2.0,3.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,False,no_trades
RSI Div,JTO,1H,2.0,4.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,False,no_trades
RSI Div,JTO,1H,2.0,5.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,False,no_trades
RSI Div,JTO,1H,2.5,3.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,False,no_trades
RSI Div,JTO,1H,2.5,4.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,False,no_trades
RSI Div,JTO,1H,2.5,5.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,False,no_trades
RSI Div,WIF,1H,1.0,1.5,0.82,63.6,11,10.7,-3.3,-0.07,1.23,0.0,False,unprofitable
RSI Div,WIF,1H,1.0,2.0,1.09,63.6,11,10.7,1.7,0.06,1.45,0.3997,True,
RSI Div,WIF,1H,1.0,2.5,1.35,63.6,11,10.7,6.9,0.16,1.68,0.495,True,
RSI Div,WIF,1H,1.0,3.0,1.56,63.6,11,10.7,11.4,0.23,1.86,0.572,True,
RSI Div,WIF,1H,1.0,4.0,1.97,63.6,11,10.7,20.7,0.32,2.23,0.7223,True,
RSI Div,WIF,1H,1.0,5.0,2.31,63.6,11,10.7,29.2,0.38,2.53,0.847,True,
RSI Div,WIF,1H,1.25,1.5,0.79,63.6,11,9.4,-3.4,-0.08,1.09,0.0,False,unprofitable
RSI Div,WIF,1H,1.25,2.0,1.04,63.6,11,9.4,0.6,0.03,1.27,0.3813,True,
RSI Div,WIF,1H,1.25,2.5,1.28,63.6,11,9.4,4.8,0.13,1.45,0.4693,True,
RSI Div,WIF,1H,1.25,3.0,1.47,63.6,11,9.4,8.3,0.2,1.6,0.539,True,
RSI Div,WIF,1H,1.25,4.0,1.85,63.6,11,9.4,15.6,0.3,1.89,0.6783,True,
RSI Div,WIF,1H,1.25,5.0,2.17,63.6,11,9.4,22.1,0.35,2.14,0.7957,True,
RSI Div,WIF,1H,1.5,2.0,0.99,63.6,11,8.5,-0.1,0.01,1.15,0.0,False,unprofitable
RSI Div,WIF,1H,1.5,2.5,1.22,63.6,11,8.5,3.4,0.11,1.3,0.4473,True,
RSI Div,WIF,1H,1.5,3.0,1.4,63.6,11,8.5,6.2,0.17,1.42,0.5133,True,
RSI Div,WIF,1H,1.5,4.0,1.75,63.6,11,8.5,12.2,0.27,1.67,0.6417,True,
RSI Div,WIF,1H,1.5,5.0,2.05,63.6,11,8.5,17.5,0.33,1.87,0.7517,True,
RSI Div,WIF,1H,2.0,2.5,1.12,63.6,11,7.3,1.6,0.06,1.11,0.4107,True,
RSI Div,WIF,1H,2.0,3.0,1.27,63.6,11,7.3,3.7,0.12,1.2,0.4657,True,
RSI Div,WIF,1H,2.0,4.0,1.58,63.6,11,7.3,8.1,0.22,1.39,0.5793,True,
RSI Div,WIF,1H,2.0,5.0,1.84,63.6,11,7.3,12.0,0.29,1.54,0.6747,True,
RSI Div,WIF,1H,2.5,3.0,1.18,63.6,11,6.6,2.2,0.09,1.07,0.4327,True,
RSI Div,WIF,1H,2.5,4.0,1.45,63.6,11,6.6,5.7,0.18,1.22,0.5317,True,
RSI Div,WIF,1H,2.5,5.0,1.68,63.6,11,6.6,8.7,0.25,1.34,0.616,True,
RSI Div,BONK,1H,1.0,1.5,0.97,60.7,28,20.2,-1.1,0.0,1.16,0.0,False,unprofitable
RSI Div,BONK,1H,1.0,2.0,1.23,63.0,27,16.4,9.4,0.18,1.28,1.107,True,
RSI Div,BONK,1H,1.0,2.5,1.44,63.0,27,13.9,18.5,0.3,1.43,1.296,True,
RSI Div,BONK,1H,1.0,3.0,1.55,63.0,27,11.3,23.5,0.34,1.51,1.395,True,
RSI Div,BONK,1H,1.0,4.0,1.78,63.0,27,10.4,35.1,0.43,1.68,1.602,True,
RSI Div,BONK,1H,1.0,5.0,1.94,63.0,27,10.4,43.0,0.47,1.79,1.746,True,
RSI Div,BONK,1H,1.25,1.5,1.33,71.4,28,11.4,9.5,0.22,1.09,1.2413,True,
RSI Div,BONK,1H,1.25,2.0,1.79,74.1,27,9.4,20.7,0.42,1.21,1.611,True,
RSI Div,BONK,1H,1.25,2.5,2.16,74.1,27,9.4,31.5,0.55,1.37,1.944,True,
RSI Div,BONK,1H,1.25,3.0,2.39,74.1,27,9.4,38.2,0.6,1.46,2.151,True,
RSI Div,BONK,1H,1.25,4.0,2.88,74.1,27,9.4,53.3,0.69,1.66,2.592,True,
RSI Div,BONK,1H,1.25,5.0,3.26,74.1,27,9.4,65.3,0.72,1.81,2.934,True,
RSI Div,BONK,1H,1.5,2.0,1.71,74.1,27,8.8,17.1,0.39,1.1,1.539,True,
RSI Div,BONK,1H,1.5,2.5,2.04,74.1,27,8.8,25.8,0.51,1.23,1.836,True,
RSI Div,BONK,1H,1.5,3.0,2.25,74.1,27,8.8,31.1,0.57,1.31,2.025,True,
RSI Div,BONK,1H,1.5,4.0,2.68,74.1,27,8.8,43.1,0.66,1.47,2.412,True,
RSI Div,BONK,1H,1.5,5.0,3.01,74.1,27,8.8,52.4,0.7,1.59,2.709,True,
RSI Div,BONK,1H,2.0,2.5,2.05,76.9,26,8.0,19.5,0.48,1.03,1.7767,True,
RSI Div,BONK,1H,2.0,3.0,2.25,76.9,26,8.0,23.3,0.54,1.09,1.95,True,
RSI Div,BONK,1H,2.0,4.0,2.66,76.9,26,8.0,31.7,0.63,1.22,2.3053,True,
RSI Div,BONK,1H,2.0,5.0,2.97,76.9,26,8.0,38.2,0.67,1.32,2.574,True,
RSI Div,BONK,1H,2.5,3.0,1.95,76.9,26,7.6,16.0,0.44,0.98,1.69,True,
RSI Div,BONK,1H,2.5,4.0,2.38,76.9,26,7.6,23.9,0.57,1.11,2.0627,True,
RSI Div,BONK,1H,2.5,5.0,2.66,76.9,26,7.6,29.2,0.62,1.19,2.3053,True,
RSI Div,ORCA,1H,1.0,1.5,1.0,50.0,2,2.4,0.0,0.01,1.0,0.0,False,unprofitable
RSI Div,ORCA,1H,1.0,2.0,1.0,50.0,2,2.4,0.0,0.01,1.0,0.0,False,unprofitable
RSI Div,ORCA,1H,1.0,2.5,1.0,50.0,2,2.4,0.0,0.01,1.0,0.0,False,unprofitable
RSI Div,ORCA,1H,1.0,3.0,1.0,50.0,2,2.4,0.0,0.01,1.0,0.0,False,unprofitable
RSI Div,ORCA,1H,1.0,4.0,1.0,50.0,2,2.4,0.0,0.01,1.0,0.0,False,unprofitable
RSI Div,ORCA,1H,1.0,5.0,1.0,50.0,2,2.4,0.0,0.01,1.0,0.0,False,unprofitable
RSI Div,ORCA,1H,1.25,1.5,1.01,50.0,2,2.3,0.0,0.01,1.0,0.0,False,unprofitable
RSI Div,ORCA,1H,1.25,2.0,1.01,50.0,2,2.3,0.0,0.01,1.0,0.0,False,unprofitable
RSI Div,ORCA,1H,1.25,2.5,1.01,50.0,2,2.3,0.0,0.01,1.0,0.0,False,unprofitable
RSI Div,ORCA,1H,1.25,3.0,1.01,50.0,2,2.3,0.0,0.01,1.0,0.0,False,unprofitable
RSI Div,ORCA,1H,1.25,4.0,1.01,50.0,2,2.3,0.0,0.01,1.0,0.0,False,unprofitable
RSI Div,ORCA,1H,1.25,5.0,1.01,50.0,2,2.3,0.0,0.01,1.0,0.0,False,unprofitable
RSI Div,ORCA,1H,1.5,2.0,1.02,50.0,2,2.2,0.0,0.01,1.0,0.0,False,unprofitable
RSI Div,ORCA,1H,1.5,2.5,1.02,50.0,2,2.2,0.0,0.01,1.0,0.0,False,unprofitable
RSI Div,ORCA,1H,1.5,3.0,1.02,50.0,2,2.2,0.0,0.01,1.0,0.0,False,unprofitable
RSI Div,ORCA,1H,1.5,4.0,1.02,50.0,2,2.2,0.0,0.01,1.0,0.0,False,unprofitable
RSI Div,ORCA,1H,1.5,5.0,1.02,50.0,2,2.2,0.0,0.01,1.0,0.0,False,unprofitable
RSI Div,ORCA,1H,2.0,2.5,1.04,50.0,2,2.1,0.1,0.01,1.0,0.0693,True,
RSI Div,ORCA,1H,2.0,3.0,1.04,50.0,2,2.1,0.1,0.01,1.0,0.0693,True,
RSI Div,ORCA,1H,2.0,4.0,1.04,50.0,2,2.1,0.1,0.01,1.0,0.0693,True,
RSI Div,ORCA,1H,2.0,5.0,1.04,50.0,2,2.1,0.1,0.01,1.0,0.0693,True,
RSI Div,ORCA,1H,2.5,3.0,1.05,50.0,2,2.0,0.1,0.01,1.0,0.07,True,
RSI Div,ORCA,1H,2.5,4.0,1.05,50.0,2,2.0,0.1,0.01,1.0,0.07,True,
RSI Div,ORCA,1H,2.5,5.0,1.05,50.0,2,2.0,0.1,0.01,1.0,0.07,True,
RSI Div,RENDER,1H,1.0,1.5,2.54,80.0,25,9.2,36.6,0.66,1.16,2.1167,True,
RSI Div,RENDER,1H,1.0,2.0,2.63,76.0,25,8.3,40.4,0.68,1.22,2.1917,True,
RSI Div,RENDER,1H,1.0,2.5,2.9,76.0,25,7.5,48.9,0.74,1.34,2.4167,True,
RSI Div,RENDER,1H,1.0,3.0,2.85,76.0,25,7.5,46.4,0.73,1.3,2.375,True,
RSI Div,RENDER,1H,1.0,4.0,3.09,76.0,25,7.5,53.7,0.74,1.4,2.575,True,
RSI Div,RENDER,1H,1.0,5.0,3.22,76.0,25,7.5,57.7,0.74,1.45,2.6833,True,
RSI Div,RENDER,1H,1.25,1.5,2.45,80.0,25,8.5,30.1,0.63,1.07,2.0417,True,
RSI Div,RENDER,1H,1.25,2.0,2.57,76.0,25,7.8,34.0,0.66,1.13,2.1417,True,
RSI Div,RENDER,1H,1.25,2.5,2.86,76.0,25,7.0,41.7,0.73,1.25,2.3833,True,
RSI Div,RENDER,1H,1.25,3.0,2.84,76.0,25,6.8,40.8,0.72,1.23,2.3667,True,
RSI Div,RENDER,1H,1.25,4.0,2.94,76.0,25,6.8,43.0,0.72,1.26,2.45,True,
RSI Div,RENDER,1H,1.25,5.0,3.06,76.0,25,6.8,46.0,0.72,1.31,2.55,True,
RSI Div,RENDER,1H,1.5,2.0,3.21,79.2,24,4.4,34.6,0.75,1.05,2.568,True,
RSI Div,RENDER,1H,1.5,2.5,3.55,79.2,24,3.8,40.9,0.81,1.15,2.84,True,
RSI Div,RENDER,1H,1.5,3.0,3.52,79.2,24,3.3,40.2,0.8,1.14,2.816,True,
RSI Div,RENDER,1H,1.5,4.0,3.63,79.2,24,3.3,42.0,0.79,1.17,2.904,True,
RSI Div,RENDER,1H,1.5,5.0,3.77,79.2,24,3.3,44.5,0.79,1.2,3.016,True,
RSI Div,RENDER,1H,2.0,2.5,4.81,83.3,24,2.9,40.2,0.91,1.03,3.848,True,
RSI Div,RENDER,1H,2.0,3.0,4.84,83.3,24,2.9,40.5,0.91,1.03,3.872,True,
RSI Div,RENDER,1H,2.0,4.0,5.12,83.3,24,2.9,43.3,0.91,1.07,4.096,True,
RSI Div,RENDER,1H,2.0,5.0,5.39,83.3,24,2.9,46.3,0.91,1.11,4.312,True,
RSI Div,RENDER,1H,2.5,3.0,6.51,87.5,24,2.7,39.2,0.99,0.93,5.208,True,
RSI Div,RENDER,1H,2.5,4.0,6.97,87.5,24,2.7,42.6,1.0,0.98,5.576,True,
RSI Div,RENDER,1H,2.5,5.0,7.41,87.5,24,2.7,46.3,1.0,1.03,5.928,True,
RSI Div,JUP,1H,1.0,1.5,2.2,81.8,11,6.0,11.2,0.33,1.27,0.8067,True,
RSI Div,JUP,1H,1.0,2.0,2.91,81.8,11,6.0,18.2,0.45,1.55,1.067,True,
RSI Div,JUP,1H,1.0,2.5,3.59,81.8,11,6.0,25.2,0.53,1.8,1.3163,True,
RSI Div,JUP,1H,1.0,3.0,4.11,81.8,11,6.0,30.9,0.56,1.99,1.507,True,
RSI Div,JUP,1H,1.0,4.0,4.8,81.8,11,6.0,39.3,0.58,2.24,1.76,True,
RSI Div,JUP,1H,1.0,5.0,5.58,81.8,11,6.0,49.1,0.58,2.51,2.046,True,
RSI Div,JUP,1H,1.25,1.5,4.67,81.8,11,2.6,14.4,0.58,1.13,1.7123,True,
RSI Div,JUP,1H,1.25,2.0,7.47,81.8,11,2.6,21.1,0.7,1.38,2.739,True,
RSI Div,JUP,1H,1.25,2.5,9.25,90.9,11,2.6,27.9,0.76,1.62,3.3917,True,
RSI Div,JUP,1H,1.25,3.0,10.54,90.9,11,2.6,33.7,0.78,1.81,3.8647,True,
RSI Div,JUP,1H,1.25,4.0,12.35,90.9,11,2.6,42.8,0.77,2.08,4.5283,True,
RSI Div,JUP,1H,1.25,5.0,14.17,90.9,11,2.6,53.3,0.75,2.37,5.1957,True,
RSI Div,JUP,1H,1.5,2.0,6.97,81.8,11,2.5,18.2,0.68,1.21,2.5557,True,
RSI Div,JUP,1H,1.5,2.5,8.56,90.9,11,2.5,23.6,0.75,1.41,3.1387,True,
RSI Div,JUP,1H,1.5,3.0,9.73,90.9,11,2.5,28.3,0.77,1.57,3.5677,True,
RSI Div,JUP,1H,1.5,4.0,11.39,90.9,11,2.5,35.6,0.77,1.8,4.1763,True,
RSI Div,JUP,1H,1.5,5.0,13.09,90.9,11,2.5,44.0,0.75,2.04,4.7997,True,
RSI Div,JUP,1H,2.0,2.5,7.56,90.9,11,2.4,18.5,0.72,1.15,2.772,True,
RSI Div,JUP,1H,2.0,3.0,8.54,90.9,11,2.4,21.8,0.75,1.27,3.1313,True,
RSI Div,JUP,1H,2.0,4.0,9.96,90.9,11,2.4,27.1,0.76,1.44,3.652,True,
RSI Div,JUP,1H,2.0,5.0,11.43,90.9,11,2.4,33.0,0.75,1.62,4.191,True,
RSI Div,JUP,1H,2.5,3.0,7.72,90.9,11,2.3,18.1,0.73,1.09,2.8307,True,
RSI Div,JUP,1H,2.5,4.0,8.95,90.9,11,2.3,22.2,0.75,1.22,3.2817,True,
RSI Div,JUP,1H,2.5,5.0,10.25,90.9,11,2.3,26.7,0.75,1.37,3.7583,True,
RSI Div,PENGU,1H,1.0,1.5,1.11,62.5,24,8.8,3.1,0.11,1.24,0.888,True,
RSI Div,PENGU,1H,1.0,2.0,1.31,62.5,24,11.6,8.8,0.21,1.36,1.048,True,
RSI Div,PENGU,1H,1.0,2.5,1.55,62.5,24,11.6,15.6,0.31,1.49,1.24,True,
RSI Div,PENGU,1H,1.0,3.0,1.86,62.5,24,11.6,25.1,0.42,1.66,1.488,True,
RSI Div,PENGU,1H,1.0,4.0,2.43,62.5,24,11.6,43.8,0.54,2.02,1.944,True,
RSI Div,PENGU,1H,1.0,5.0,2.75,62.5,24,11.6,55.7,0.58,2.2,2.2,True,
RSI Div,PENGU,1H,1.25,1.5,1.04,62.5,24,8.2,1.0,0.06,1.1,0.832,True,
RSI Div,PENGU,1H,1.25,2.0,1.21,62.5,24,10.8,5.4,0.16,1.19,0.968,True,
RSI Div,PENGU,1H,1.25,2.5,1.42,62.5,24,10.8,10.7,0.26,1.3,1.136,True,
RSI Div,PENGU,1H,1.25,3.0,1.69,62.5,24,10.8,17.9,0.36,1.44,1.352,True,
RSI Div,PENGU,1H,1.25,4.0,2.17,62.5,24,10.8,31.5,0.48,1.71,1.736,True,
RSI Div,PENGU,1H,1.25,5.0,2.45,62.5,24,10.8,40.3,0.53,1.86,1.96,True,
RSI Div,PENGU,1H,1.5,2.0,1.14,62.5,24,10.2,3.2,0.11,1.08,0.912,True,
RSI Div,PENGU,1H,1.5,2.5,1.32,62.5,24,10.2,7.5,0.21,1.17,1.056,True,
RSI Div,PENGU,1H,1.5,3.0,1.56,62.5,24,10.2,13.4,0.31,1.28,1.248,True,
RSI Div,PENGU,1H,1.5,4.0,1.97,62.5,24,10.2,23.9,0.43,1.51,1.576,True,
RSI Div,PENGU,1H,1.5,5.0,2.22,62.5,24,10.2,30.8,0.49,1.63,1.776,True,
RSI Div,PENGU,1H,2.0,2.5,1.08,62.5,24,9.5,1.7,0.08,1.04,0.864,True,
RSI Div,PENGU,1H,2.0,3.0,1.35,62.5,24,9.5,7.5,0.22,1.16,1.08,True,
RSI Div,PENGU,1H,2.0,4.0,1.75,62.5,24,9.5,16.6,0.37,1.34,1.4,True,
RSI Div,PENGU,1H,2.0,5.0,2.01,62.5,24,9.5,22.7,0.44,1.45,1.608,True,
RSI Div,PENGU,1H,2.5,3.0,1.38,66.7,24,5.8,6.9,0.23,1.0,1.104,True,
RSI Div,PENGU,1H,2.5,4.0,1.76,66.7,24,5.8,14.1,0.37,1.14,1.408,True,
RSI Div,PENGU,1H,2.5,5.0,2.01,66.7,24,5.8,18.9,0.44,1.23,1.608,True,
RSI Div,FARTCOIN,1H,1.0,1.5,99.0,100.0,5,0.0,13.6,0.65,1.2,16.5,True,
RSI Div,FARTCOIN,1H,1.0,2.0,99.0,100.0,5,0.0,15.9,0.64,1.4,16.5,True,
RSI Div,FARTCOIN,1H,1.0,2.5,99.0,100.0,5,0.0,18.1,0.62,1.6,16.5,True,
RSI Div,FARTCOIN,1H,1.0,3.0,99.0,100.0,5,0.0,20.4,0.6,1.8,16.5,True,
RSI Div,FARTCOIN,1H,1.0,4.0,99.0,100.0,5,0.0,25.0,0.57,2.2,16.5,True,
RSI Div,FARTCOIN,1H,1.0,5.0,99.0,100.0,5,0.0,29.7,0.54,2.6,16.5,True,
RSI Div,FARTCOIN,1H,1.25,1.5,99.0,100.0,5,0.0,11.6,0.65,1.12,16.5,True,
RSI Div,FARTCOIN,1H,1.25,2.0,99.0,100.0,5,0.0,14.3,0.65,1.36,16.5,True,
RSI Div,FARTCOIN,1H,1.25,2.5,99.0,100.0,5,0.0,17.0,0.64,1.6,16.5,True,
